niche,niche_type,priority,query,score,video_id,url,title,channel,channel_handle,views,views_text,published,age_days_est,views_per_day_est,duration_seconds,duration_minutes,is_long_1h_plus
current_spanish_gospel_blues,current,2,Gospel Blues en español 1 hora alabanzas para orar dormir,8.0,0WznEfLnhmk,https://www.youtube.com/watch?v=0WznEfLnhmk,"🎼1 Hora de Blues Cristiano 🎶 Alabanzas Poderosas para Orar, Sanar y Descansar en Dios✝️","Blues, Fusión y Fe",UC-qy_dz3RXMNuDCJrkOi2vA,67512,,,,,3199,53.32,False
current_spanish_gospel_blues,current,2,Cuando ya no puedes más gospel blues en español,8.0,reYGNi5WEWE,https://www.youtube.com/watch?v=reYGNi5WEWE,"GOD, GIVE ME STRENGTH WHEN I CAN'T 🙏🏽 (Gospel Blues / Christian Soul)",Celestino Baró ,UC3uUQKUvKyo4WpkvhsLbLlQ,17085,,,,,2193,36.55,False
current_spanish_gospel_blues,current,2,Cuando ya no puedes más gospel blues en español,8.0,uyt35epDQlM,https://www.youtube.com/watch?v=uyt35epDQlM,AYÚDAME SEÑOR 🙏🏼 Cuando Ya No Puedo Más | Blues Soul Gospel Español 2026,THALIA BLUES and BLUES CRISTIANO,,76086,,,,,1437,23.95,False
current_spanish_gospel_blues,current,2,Dios escuchó tu oración alabanzas gospel blues,8.0,2dIypgvs6z8,https://www.youtube.com/watch?v=2dIypgvs6z8,DIOS ESCUCHÓ TU LLANTO HOY — RESPONDE AHORA | BLUES GOSPEL 2026,Blues hispano Gospel Music,UCUxuTIZ5PA9kHk9saDnMJMw,4544,,,,,1891,31.52,False
current_dark_deep_house_noir_pulse,current,3,after 2am dark deep house mix focus no vocals,7.0,ZeF8AG_4vWA,https://www.youtube.com/watch?v=ZeF8AG_4vWA,"NIGHT CALM — After 2AM Focus Mode | Dark TripHop (No Lyrics, 41 Min)",Music to __ to,UCGGu_c9KLC5bcoZIjWNCvUQ,179,,,,,2517,41.95,False
current_dark_deep_house_noir_pulse,current,3,medieval castle rave dark deep house mix,7.0,1xPf2ENtMK4,https://www.youtube.com/watch?v=1xPf2ENtMK4,DJ Mixer | JA FEST 2023 | Medieval Castle,JA LIVE™,UC_TKi-jw9msXPn8ZZRiGK5w,65,,,,,1928,32.13,False
current_dark_deep_house_noir_pulse,current,3,medieval castle rave dark deep house mix,7.0,JrB5rj1ZBIM,https://www.youtube.com/watch?v=JrB5rj1ZBIM,zonnmer | JA FEST 2023 | Medieval Castle,JA LIVE™,UC_TKi-jw9msXPn8ZZRiGK5w,86,,,,,1703,28.38,False
current_dark_deep_house_noir_pulse,current,3,medieval castle rave dark deep house mix,7.0,Rqwv6BV739c,https://www.youtube.com/watch?v=Rqwv6BV739c,Ronit | JA FEST 2023 | Medieval Castle,JA LIVE™,UC_TKi-jw9msXPn8ZZRiGK5w,73,,,,,2089,34.82,False
current_jazz_lounge,current,4,cozy coffee shop jazz smooth piano work study,6.0,O8q9nnyK6Xw,https://www.youtube.com/watch?v=O8q9nnyK6Xw,"Warm Piano Jazz By The Fireplace | Gentle Jazz With Peaceful Lakeview For Work, Study, Focus",Tranquil Cafe Jazz,UCS-7DLlM6p8sYaDKjkYe8FA,,,,,,,,False
discovery_latin_gospel_lofi,new_discovery,9,lofi cristiano salmos para trabajar orar,1.0,NcPXeTf4Kvs,https://www.youtube.com/watch?v=NcPXeTf4Kvs,"🎵 Salmos Cantados | 1 Hora de Música Cristiana LoFi Jazz para Orar, Trabajar y Descansar",Cielo en Casa Music ,UCMp-_ocdQSOMVXowmNvtlSQ,259,,,,,3357,55.95,False
discovery_latin_gospel_lofi,new_discovery,9,Spanish Christian lofi study prayer music,1.0,W2O1VutUEuY,https://www.youtube.com/watch?v=W2O1VutUEuY,spanish christian lofi,Adoration Generation,UCbgfzGsk9xPDVnawwtjABkQ,1598,,,,,752,12.53,False
